Material,Plnt,SLoc,SL,BUn,Unrestricted,Crcy,Value Unrestricted,Transit/Transf.,Val. in Trans./Tfr,In Quality Insp.,Value in QualInsp.,Restricted-Use,Value Restricted,Blocked,Value BlockedStock,Returns,Value Rets Blocked
2042332553,PORS,PS06,,PC,1.000,USD,59.40,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042332563,PORS,PS06,,PC,1.000,USD,178.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042332583,PORS,PS06,,PC,1.000,USD,"1,885.42",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333053,PFTE,TE06,,PC,4.000,USD,"4,356.44",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333053,PORS,PS06,,PC,1.000,USD,"1,089.11",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333063,PFTE,TE06,,PC,4.000,USD,"3,080.32",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333063,PORS,PS06,,PC,2.000,USD,"1,540.16",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333073,PORS,PS06,,PC,1.000,USD,"14,952.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333083,PORS,PS06,,PC,1.000,USD,"26,344.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333103,PFTE,TE06,,PC,2.000,USD,"1,525.34",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333103,PORS,PS06,,PC,1.000,USD,762.67,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333113,PFTE,TE06,,PC,2.000,USD,"2,340.74",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333113,PORS,PS06,,PC,1.000,USD,"1,170.37",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333133,PORS,PS06,,PC,1.000,USD,"27,768.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333403,PORS,PS06,,PC,16.000,USD,"1,311.20",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333423,PORS,PS06,,PC,16.000,USD,737.48,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333433,PORS,PS06,,PC,17.000,USD,394.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333643,PFTE,TE06,,PC,12.000,USD,38.40,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042333643,PORS,PS06,,PC,14.000,USD,44.80,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339003,BALT,BA01,,PC,150.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339053,PORS,PS06,,PC,1.000,USD,150.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339063,PORS,PS06,,PC,1.000,USD,150.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339073,PORS,PS06,,PC,1.000,USD,150.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339103,PORS,PS06,,PC,2.000,USD,"3,593.94",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339113,PORS,PS06,,PC,1.000,USD,150.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339123,PORS,PS06,,PC,1.000,USD,150.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339133,PORS,PS06,,PC,1.000,USD,150.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339153,PORS,PS06,,PC,1.000,USD,124.93,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339163,PORS,PS06,,PC,1.000,USD,124.93,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339183,PORS,PS06,,PC,1.000,USD,124.93,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339213,PORS,PS06,,KT,3.000,USD,"8,830.14",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339223,ARPE,PE02,,PC,2.000,USD,26.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339223,PORS,PS06,,PC,3.000,USD,48.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339233,PORS,PS06,,PC,1.000,USD,"1,796.02",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339243,PORS,PS06,,PC,1.000,USD,"2,177.81",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339253,PORS,PS06,,PC,1.000,USD,"2,263.22",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339263,PORS,PS06,,PC,1.000,USD,"4,544.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339273,PORS,PS06,,PC,1.000,USD,"5,112.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339283,PORS,PS06,,PC,1.000,USD,"2,946.46",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339293,PORS,PS06,,PC,56.000,USD,36.96,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339303,PORS,PS06,,PC,2.000,USD,"4,033.36",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339313,PORS,PS06,,PC,2.000,USD,650.14,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339323,BALT,BA01,,PC,83.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339323,PORS,PS06,,PC,49.000,USD,14.70,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339333,PFTE,TE06,,PC,8.000,USD,40.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339333,PORS,PS06,,PC,8.000,USD,40.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339353,PORS,PS06,,PC,1.000,USD,124.93,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339363,PORS,PS06,,PC,7.000,USD,7.21,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339373,PORS,PS06,,PC,32.000,USD,462.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339383,PORS,PS06,,PC,6.000,USD,625.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339393,PORS,PS06,,PC,1.000,USD,130.32,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339403,PORS,PS06,,PC,5.000,USD,211.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339413,PORS,PS06,,PC,12.000,USD,3.60,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339423,PORS,PS06,,PC,1.000,USD,116.60,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339433,PORS,PS06,,PC,1.000,USD,715.31,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339443,BALT,BA01,,PC,400.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339443,PORS,PS06,,PC,12.000,USD,59.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339463,PORS,PS06,,PC,2.000,USD,157.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339473,PORS,PS06,,PC,2.000,USD,22.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339483,PORS,PS06,,PC,1.000,USD,600.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339493,PORS,PS06,,PC,2.000,USD,"1,180.48",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339503,PORS,PS06,,PC,60.000,USD,657.60,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339513,PORS,PS06,,PC,2.000,USD,"1,180.48",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339523,PORS,PS06,,PC,1.000,USD,556.51,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339533,PFTE,TE06,,PC,6.000,USD,"1,416.96",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339543,PFTE,TE06,,PC,6.000,USD,795.18,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339553,PFTE,TE06,,PC,3.000,USD,542.52,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339563,PFTE,TE06,,PC,6.000,USD,680.76,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042339653,PORS,PS06,,PC,234.000,USD,"208,192.14",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340023,AMPE,PE01,,PC,1.000,USD,86.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340033,PORS,PS06,,PC,4.000,USD,37.14,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340053,PORS,PS06,,PC,14.000,USD,124.32,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340063,PORS,PS06,,PC,1.000,USD,"155,907.84",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340073,PORS,PS06,,PC,1.000,USD,21.69,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340083,AMPE,PE01,,M,34.000,USD,338.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340083,PORS,PS05,,M,7.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340103,PORS,PS05,,PC,7.000,USD,38.57,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340103,PORS,PS06,,PC,8.000,USD,44.07,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340113,PORS,PS06,,PC,50.000,USD,"2,187.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340123,AMPE,PE01,,PC,37.000,USD,"1,138.12",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340133,AMPE,PE01,,PC,37.000,USD,357.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340153,PORS,PS06,,PC,4.000,USD,180.56,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340173,PFTE,TE06,,PC,12.000,USD,"205,451.26",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340203,PORS,PS06,,PC,100.000,USD,116.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340233,PORS,PS06,,PC,8.000,USD,171.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340243,PORS,PS06,,PC,3.000,USD,669.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340273,AMPE,PE01,,PC,28.000,USD,427.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340283,AMPE,PE01,,PC,16.000,USD,652.16,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340323,PORS,PS06,,PC,21.000,USD,103.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340343,PORS,PS06,,PC,25.000,USD,239.25,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340363,PORS,PS06,,M,150.000,USD,"1,702.50",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340373,AMPE,PE01,,PC,90.000,USD,31.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340383,PORS,PS06,,PC,100.000,USD,36.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340393,PORS,PS06,,PC,100.000,USD,8.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340403,PORS,PS06,,PC,100.000,USD,15.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340443,PORS,PS06,,PC,21.000,USD,"2,781.87",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340453,PORS,PS06,,PC,2.000,USD,241.26,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340463,PORS,PS06,,PC,20.000,USD,"8,244.80",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340483,PORS,PS06,,PC,1.000,USD,10.95,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340493,PORS,PS06,,PC,1.000,USD,25.73,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340503,PORS,PS06,,PC,2.000,USD,38.34,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340513,PORS,PS06,,PC,10.000,USD,51.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340523,PORS,PS06,,PC,10.000,USD,46.30,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340533,PORS,PS06,,PC,10.000,USD,124.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340543,ARPE,PE02,,PC,50.000,USD,"6,272.88",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340543,PORS,PS06,,PC,9.000,USD,294.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340553,PORS,PS06,,PC,500.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340563,PORS,PS06,,PC,36.000,USD,120.89,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340573,PORS,PS06,,PC,3.000,USD,343.50,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340583,PORS,PS06,,PC,5.000,USD,"1,247.35",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340593,PORS,PS06,,PC,15.000,USD,"4,086.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340603,PORS,PS06,,PC,30.000,USD,73.80,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340613,ARPE,PE02,,PC,300.000,USD,"4,504.80",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340623,PORS,PS06,,PC,4.000,USD,"1,181.49",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340633,PORS,PS06,,PC,4.000,USD,"1,826.97",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340643,PORS,PS06,,PC,3.000,USD,"1,062.42",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340693,PORS,PS06,,M,1.000,USD,130.88,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340703,PORS,PS06,,PC,1.000,USD,"1,735.43",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340723,PORS,PS06,,PC,1.000,USD,"1,192.45",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340773,PORS,PS06,,PC,4.000,USD,"1,280.48",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340813,PORS,PS06,,PC,1.000,USD,558.39,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340863,PORS,PS06,,PC,2.000,USD,80.58,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340873,PORS,PS06,,PC,1.000,USD,408.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340883,PORS,PS06,,PC,6.000,USD,246.29,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340903,PORS,PS06,,PC,1.000,USD,"1,677.48",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340913,PORS,PS06,,PC,1.000,USD,99.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340923,PORS,PS06,,PC,2.000,USD,"5,265.38",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340953,PFTE,TE06,,PC,4.000,USD,115.96,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340963,PORS,PS06,,PC,140.000,USD,"7,089.60",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042340973,PORS,PS06,,PC,5.000,USD,"1,548.55",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042341023,PORS,PS06,,PC,2.000,USD,"2,812.90",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042341043,PORS,PS06,,PC,1.000,USD,"1,615.67",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042341053,PORS,PS06,,PC,3.000,USD,"1,301.10",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042341123,PORS,PS06,,PC,1.000,USD,"1,396.99",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042341133,PORS,PS06,,PC,1.000,USD,714.73,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042341523,PORS,PS06,,PC,1.000,USD,"17,500.24",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343013,PORS,PS06,,PC,4.000,USD,564.96,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343033,PORS,PS06,,PC,5.000,USD,"1,678.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343043,PORS,PS06,,ST,4.000,USD,"6,583.28",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343083,PORS,PS06,,PC,932.000,USD,"8,611.68",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343113,PORS,PS06,,PC,40.000,USD,785.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343233,PORS,PS06,,PC,16.000,USD,458.72,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343243,PORS,PS06,,PC,12.000,USD,344.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343263,AMPE,PE01,,PC,1.000,USD,0.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343263,PORS,PS06,,PC,1.000,USD,"1,195.32",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343273,PORS,PS06,,PC,3.000,USD,247.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343283,PORS,PS06,,PC,4.000,USD,114.68,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343413,AMPE,PE01,,PC,1.000,USD,45.44,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343413,PORS,PS06,,PC,20.000,USD,908.80,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343423,PORS,PS06,,PC,4.000,USD,158.28,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343443,AMPE,PE01,,PC,16.000,USD,205.44,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343443,PORS,PS06,,PC,4.000,USD,51.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343543,AMPE,PE01,,PC,8.000,USD,"3,535.52",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343553,PORS,PS06,,PC,4.000,USD,202.93,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343563,PORS,PS06,,PC,16.000,USD,460.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343573,PORS,PS06,,PC,10.000,USD,281.78,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343583,BALT,BA01,,PC,1.000,USD,"2,656.00",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343583,PORS,PS06,,PC,6.000,USD,"16,793.25",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343653,PORS,PS06,,PC,6.000,USD,55.86,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042343703,PORS,PS06,,PC,1.000,USD,"11,905.40",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042344333,PORS,PS06,,PC,7.000,USD,154.14,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350023,ARPE,PE02,,PC,2.000,USD,120.32,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350043,ARPE,PE02,,PC,1.000,USD,"6,034.87",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350053,ARPE,PE02,,PC,2.000,USD,89.36,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350133,ARPE,PE02,,PC,1.000,USD,499.89,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350143,BALT,BA01,,PC,2.000,USD,492.52,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350153,ARPE,PE02,,PC,3.000,USD,13.56,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350163,ARPE,PE02,,PC,3.000,USD,148.68,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350173,BALT,BA01,,PC,2.000,USD,93.44,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350183,ARPE,PE02,,PC,4.000,USD,83.52,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350193,ARPE,PE02,,PC,2.000,USD,"12,348.24",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350203,ARPE,PE02,,PC,1.000,USD,"6,134.19",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350213,BALT,BA01,,PC,2.000,USD,391.63,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350273,BALT,BA01,,PC,1.000,USD,"7,869.28",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350303,ARPE,PE02,,PC,1.000,USD,"5,901.71",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350303,BALT,BA01,,PC,1.000,USD,"9,233.73",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350313,ARPE,PE02,,PC,2.000,USD,"10,447.40",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350323,ARPE,PE02,,PC,2.000,USD,"11,070.32",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350323,BALT,BA01,,PC,1.000,USD,"8,396.19",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350333,BALT,BA01,,PC,1.000,USD,"7,453.86",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350343,ARPE,PE02,,PC,2.000,USD,"19,355.20",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350363,ARPE,PE02,,PC,1.000,USD,"5,164.94",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350363,BALT,BA01,,PC,1.000,USD,"7,512.68",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350383,ARPE,PE02,,PC,2.000,USD,"17,410.62",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350493,ARPE,PE02,,PC,1.000,USD,"9,626.21",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350493,BALT,BA01,,PC,1.000,USD,"14,313.93",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350493,PORS,PS06,,PC,3.000,USD,"16,430.43",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350503,PORS,PS06,,PC,1.000,USD,"13,442.93",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350513,BALT,BA01,,PC,1.000,USD,"13,570.75",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350523,BALT,BA01,,PC,1.000,USD,"11,952.43",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350663,BALT,BA01,,PC,1.000,USD,258.48,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350673,BALT,BA01,,PC,1.000,USD,261.87,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350683,BALT,BA01,,PC,1.000,USD,142.65,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350693,BALT,BA01,,PC,1.000,USD,76.62,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350703,BALT,BA01,,PC,1.000,USD,741.86,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350733,BALT,BA01,,PC,1.000,USD,927.79,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350743,AMPE,PE01,,PC,1.000,USD,"2,890.31",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350753,BALT,BA01,,PC,1.000,USD,"3,151.91",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042350763,BALT,BA01,,PC,1.000,USD,"3,494.73",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
