part_number,ptb_code,description,stock_qty,plant
RCO260361301,2042313833,CARTRIDGE FILTER,22,PORS
RCO263580009,2042313833,CARTRIDGE FILTER,22,PORS
RFO17567,2042313843,FILTER NITROGEN,16,PFTE
RFO17567,2042313843,FILTER NITROGEN,16,PORS
KFZ199710604,2042313853,GASKET,0,PFTE
KFZ199710604,2042313853,GASKET,1,PORS
KFZ312810604,2042313863,GASKET,1,PORS
SMP54665,2042313873,SHIM PACK,1,PORS
SMO0410748,2042313893,INSIEME BRUCIATORE SINGLE GAS,12,PFTE
SMO0410748,2042313893,INSIEME BRUCIATORE SINGLE GAS,12,PORS
SMP46181,2042313903,HUB,1,PORS
RVO27068,2042313913,VALVE NEEDL,0,ARPE
RVO27068,2042313913,VALVE NEEDL,1,ARPE
RVO27068,2042313913,VALVE NEEDL,1,PFTE
RCR45443,2042313923,BUSHING,1,PORS
SMO1726201,2042313943,VALVE HYDRAULIC,0,PFTE
SMO1726201,2042313943,VALVE HYDRAULIC,0,PORS
FNP03053,2042314013,WASHER,8,PORS
FNP03130,2042314023,WASHER,28,PORS
KFZ326730004,2042314033,GASKET,0,ARLP
KFZ326730004,2042314033,GASKET,0,ARPE
KFZ326730004,2042314033,GASKET,2,PORS
RAO20595,2042314043,CYLINDER HYDRAULIC,0,ARPE
RAO2080001,2042314043,CYLINDER HYDRAULIC,0,ARPE
RAO20595,2042314043,CYLINDER HYDRAULIC,1,PORS
RAO2080001,2042314043,CYLINDER HYDRAULIC,1,PORS
RFO37045,2042314053,FILTER HYDRAULIC,0,ARPE
RFO37045,2042314053,FILTER HYDRAULIC,32,PFTE
RFO37045,2042314053,FILTER HYDRAULIC,32,PORS
RMQ12189,2042314063,SPRING,1,PORS
RMQ14566,2042314073,SPRING,0,AMPE
RMQ14566,2042314073,SPRING,0,ARPE
RMQ14566,2042314073,SPRING,2,PORS
SMO0206900,2042314083,RELAY HYDRAULIC TRIP,1,PORS
SMO1452948,2042314093,FUEL GAS CONTROL&SHUT-OFF VALVE ASSY.,0,PFTE
SMO1452948,2042314093,FUEL GAS CONTROL&SHUT-OFF VALVE ASSY.,0,PORS
SMO9727139,2042314103,VLV STOP RATIO GAS CONTROL,0,PFTE
SMO9727139,2042314103,VLV STOP RATIO GAS CONTROL,0,PORS
SMP33865,2042314113,SPRING SEAT,0,AMPE
SMP33865,2042314113,SPRING SEAT,0,PFTE
SMP33865,2042314113,SPRING SEAT,4,PORS
SMO0204601,2042314123,RELAY TRIP HYDRAULIC,0,ARPE
SMO0204601,2042314123,RELAY TRIP HYDRAULIC,1,ARPE
IRP4938407,2042314133,SEAL COMPLETE SET (10PC)     POS.ON-PH-3,0,PFTE
IRP4938407,2042314133,SEAL COMPLETE SET (10PC)     POS.ON-PH-3,0,PORS
SMQ33873,2042314143,SPRING STUFFING BOX,0,AMPE
SMQ33873,2042314143,SPRING STUFFING BOX,0,ARPE
SMQ33873,2042314143,SPRING STUFFING BOX,2,PORS
SMR33875,2042314153,BUSHING,0,AMPE
SMR33875,2042314153,BUSHING,0,ARPE
SMR33875,2042314153,BUSHING,2,PORS
SMR60148,2042314163,PLUG,0,AMPE
SMR60148,2042314163,PLUG,1,PORS
SMR90449,2042314173,SEAT SPRING,4,PORS
SMZ90450,2042314183,PACKING RING,8,PORS
KFZ174090914,2042314193,GASKET,0,PFTE
KFZ174090914,2042314193,GASKET,9,PORS
RAO20597,2042314203,CYLINDER HYDRAULIC,2,PFTE
RAO20597,2042314203,CYLINDER HYDRAULIC,1,PORS
SMR21864,2042314213,ROD,1,PORS
IRP4938403,2042314223,SET OF BEARING,0,PORS
IRP4938404,2042314233,MECHANICAL SEAL,1,PORS
KTS00225,2042314243,@ BEARING,0,PFTE
KTS00225,2042314243,@ BEARING,0,PORS
RMO514170010,2042314253,ALECTRIC MOTOR,0,PFTE
RMO515562201A,2042314253,ALECTRIC MOTOR,0,PFTE
RMO514170010,2042314253,ALECTRIC MOTOR,1,PORS
RMO515562201A,2042314253,ALECTRIC MOTOR,1,PORS
IRR185950007,2042314263,BEARING HALF,0,ARPE
IRR185950007,2042314263,BEARING HALF,4,PORS
IRR185950009,2042314273,HALF BEARING HALF,0,ARPE
IRR185950009,2042314273,HALF BEARING HALF,8,PORS
IRR185950012,2042314283,BEARING THRUST,0,ARPE
IRR185950012,2042314283,BEARING THRUST,1,ARPE
IRR185950012,2042314283,BEARING THRUST,1,PFTE
IRR185950012,2042314283,BEARING THRUST,1,PORS
IRR185950013,2042314293,BEARING THRUST,0,ARPE
IRR185950013,2042314293,BEARING THRUST,1,ARPE
IRR185950013,2042314293,BEARING THRUST,1,PFTE
IRR185950013,2042314293,BEARING THRUST,1,PORS
IRR185950014,2042314303,BEARING HALF,0,ARPE
IRR185950014,2042314303,BEARING HALF,2,ARPE
IRR185950014,2042314303,BEARING HALF,2,PFTE
IRR185950014,2042314303,BEARING HALF,2,PORS
IRR185950015,2042314313,BEARING HALF,0,ARPE
IRR185950015,2042314313,BEARING HALF,2,ARPE
IRR185950015,2042314313,BEARING HALF,2,PFTE
IRR185950015,2042314313,BEARING HALF,2,PORS
IRR185950060,2042314323,DEFLECTOR,0,PFTE
IRR185950060,2042314323,DEFLECTOR,1,PORS
IRR185950382,2042314333,SHAFT LINE N1 COMPLETE,0,PORS
IRR185950383,2042314343,SEAL OIL LINE 1,3,PORS
IRR185950384,2042314353,SHAFT LINE N2 COMPLETE,0,PFTE
IRR185950384,2042314353,SHAFT LINE N2 COMPLETE,0,PORS
IRR185950385,2042314363,SHAFT LINE N3 COMPLETE,0,PORS
RPO49384,2042314373,RATCHET PUMP,1,PFTE
RPO49384,2042314373,RATCHET PUMP,0,PORS
RPO49384,2042314373,RATCHET PUMP,1,PORS
RPO49384,2042314373,RATCHET PUMP,1,PORS
IRP4938406,2042314383,SET OF BEARING,0,PFTE
IRP4938406,2042314383,SET OF BEARING,4,PORS
IRR185951493,2042314393,BEARING HALIF,0,ARPE
IRR185951493,2042314393,BEARING HALIF,4,ARPE
IRR185951493,2042314393,BEARING HALIF,4,PFTE
IRR185951493,2042314393,BEARING HALIF,4,PORS
IRR185951494,2042314403,BEARING HALIF,0,ARPE
IRR185951494,2042314403,BEARING HALIF,4,ARPE
IRR185951494,2042314403,BEARING HALIF,4,PFTE
IRR185951494,2042314403,BEARING HALIF,4,PORS
IRG345430098,2042314413,PROXIMITY SWITCH,4,PORS
IRG3465001,2042314423,SECONDARY RATCHET RING,1,PORS
IRR185950878,2042314433,SHAFT COMPLETE NO.1          POS.201-210,0,PFTE
IRR211459201,2042314433,SHAFT COMPLETE NO.1          POS.201-210,0,PFTE
IRR185950878,2042314433,SHAFT COMPLETE NO.1          POS.201-210,0,PORS
IRR211459201,2042314433,SHAFT COMPLETE NO.1          POS.201-210,0,PORS
IRG3465002,2042314443,PRIMARY PAWL,1,PORS
IRG3465003,2042314453,PRIMARY PAWL PIN,1,PORS
IRG3465004,2042314463,PRIMARY PAWL SPRING,1,PORS
IRG3465005,2042314473,DOWEL PIN,1,PORS
IRG3465006,2042314483,SECONDARY PAWL,1,PORS
IRG3465007,2042314493,SECONDARY PAWL PIN,1,PORS
IRG3465008,2042314503,FLOATING OIL SEAL,2,PORS
IRG3465009,2042314513,RING SPIROLOX,1,PORS
IRG3465010,2042314523,DOWEL PIN,1,PORS
IRG3465016,2042314533,O-RING,1,PORS
IRG3465022,2042314543,DOWEL PIN,1,PORS
IRG3465023,2042314553,DOWEL PIN,1,PORS
IRG3465030,2042314563,DOWEL PIN 1/4 DIAMETER,1,PORS
IRG3465031,2042314573,O-RING,1,PORS
IRG3465032,2042314583,CLUTCH RING,1,PORS
IRG3465033,2042314593,STOP RING,1,PORS
IRG3465034,2042314603,SWITCH RING,1,PORS
RGO34650,2042314613,CLUTCH,0,PFTE
RGO34650,2042314613,CLUTCH,0,PORS
IRR211459203,2042314623,SHAFT COMPLETE NO.3          POS.245-246,0,PFTE
IRR211459203,2042314623,SHAFT COMPLETE NO.3          POS.245-246,0,PORS
IRR185951181,2042314633,BEARING                      POS.165/166,0,PFTE
IRR211459212,2042314633,BEARING                      POS.165/166,0,PFTE
IRR185951181,2042314633,BEARING                      POS.165/166,0,PORS
IRR211459212,2042314633,BEARING                      POS.165/166,0,PORS
IRP4938405,2042314643,"GEAR SET (3PCS)        POS.4,5,10(4,5,8)",0,PFTE
IRP4938405,2042314643,"GEAR SET (3PCS)        POS.4,5,10(4,5,8)",0,PORS
,2042314653,HEATER,0,PORS
RMO0474810,2042314663,ELECTRIC MOTOR,0,PORS
IRP4938409,2042314673,ORING SET (2PCS)              POS.12(10),0,PFTE
IRP4938409,2042314673,ORING SET (2PCS)              POS.12(10),0,PORS
IRP4938410,2042314683,CENTERING RING                     POS.8,0,PFTE
IRP4938410,2042314683,CENTERING RING                     POS.8,0,PORS
IRP4938411,2042314693,SCREW                             POS.11,0,PFTE
IRP4938411,2042314693,SCREW                             POS.11,0,PORS
RMO515674201A,2042314703,ELECTRIC MOTOR,1,PFTE
RMO515674201A,2042314703,ELECTRIC MOTOR,1,PORS
IRT4210901,2042314713,@ BEARING ROLLER,0,PORS
IRT4210902,2042314723,BEARING FOUR POINT,1,PORS
IRT4210903,2042314733,BEARING,0,PORS
IRT4210904,2042314743,BEARING ROLL. TAP.,1,PORS
IRT4210905,2042314753,@ BEARING ROLL.,0,PORS
IRT4210906,2042314763,@ BEARING,0,PORS
IRT4210907,2042314773,@ BEARING ROLL.,0,PORS
IRT4210908,2042314783,SEAL GASKET,1,PORS
IRT4210909,2042314793,GASKET,2,PORS
IRT4210910,2042314803,RING SEAL,4,PORS
IRT4210911,2042314813,FILTER,1,PORS
IRT4210912,2042314823,GASKET,1,PORS
IRT4210913,2042314833,RING,3,PORS
IRT4210914,2042314843,SAFETY RING,1,PORS
IRT4210915,2042314853,NUT,1,PORS
IRT4210916,2042314863,SHIM,1,PORS
IRT4210917,2042314873,SHAFT SEALING RING,1,PORS
IRT4210918,2042314883,SNAP RING,1,PORS
IRT4210919,2042314893,GASKET,1,PORS
IRT4210920,2042314903,GASKET,1,PORS
IRT4210921,2042314913,RING,8,PORS
IRT4210922,2042314923,GASKET,8,PORS
IRT4210923,2042314933,GASKET,1,PORS
IRT4210924,2042314943,GASKET,1,PORS
IRT4210925,2042314953,RING SEAL,5,PORS
IRT4210926,2042314963,GASKET,1,PORS
IRT4210928,2042314973,GASKET,1,PORS
IRT4210929,2042314983,RING,2,PORS
IRT4210931,2042314993,RING,1,PORS
IRT4210932,2042315003,SPRING,1,PORS
IRT4210933,2042315013,SAFETY RING,1,PORS
IRT4210934,2042315023,SHIM,1,PORS
IRT4210935,2042315033,RING SEAL,1,PORS
IRT4210936,2042315043,RING SEAL,1,PORS
IRT4210937,2042315053,RING SEAL,1,PORS
IRT4210938,2042315063,SPRING,1,PORS
IRT4210939,2042315073,GASKET,1,PORS
IRT4210940,2042315083,RING SEAL,1,PORS
IRT4210941,2042315093,RING SEAL,1,PORS
IRT421110128,2042315103,CIRCLIP,1,PORS
IRT421110220,2042315113,WHEEL,1,PORS
IRT421110228,2042315123,BOLT,1,PORS
IRT421110237,2042315133,STOP SCREW,1,PORS
RTO42109,2042315143,CONVERTER TORQUE,0,PORS
IQQ010110503,2042315153,TERMINAL WTR 2.5,0,ARPE
IQQ010110503,2042315153,TERMINAL WTR 2.5,7,ARPE
IQQ060110031,2042315153,TERMINAL WTR 2.5,0,ARPE
IQQ060110031,2042315153,TERMINAL WTR 2.5,7,ARPE
IQQ010110503,2042315153,TERMINAL WTR 2.5,7,PFTE
IQQ060110031,2042315153,TERMINAL WTR 2.5,7,PFTE
IQQ010110503,2042315153,TERMINAL WTR 2.5,17,PORS
IQQ060110031,2042315153,TERMINAL WTR 2.5,17,PORS
,2042315163,@ TERMINAL BLOCK WTR 2.5,0,ARPE
,2042315163,@ TERMINAL BLOCK WTR 2.5,0,PORS
RGO36264,2042315203,COUPLING,0,PFTE
RGO36264,2042315203,COUPLING,1,PORS
SMP29105,2042315213,COUPLING GUARD,1,PORS
SMP4550064,2042315223,BRACKET,1,PORS
SMO20382,2042315233,COUPLING                           POS.1,0,PFTE
SMO20382,2042315233,COUPLING                           POS.1,0,PORS
IRP103200561,2042315243,ROTATING GROUP                     POS.1,0,PFTE
IRP103200561,2042315243,ROTATING GROUP                     POS.1,0,PORS
IRP103200562,2042315253,KIT BEARING                  POS.15C-16C,0,PFTE
IRP103200562,2042315253,KIT BEARING                  POS.15C-16C,0,PORS
IRP1030901,2042315263,SET OF GASKET,0,PORS
IRP1030903,2042315273,SET OF BEARING,1,PORS
IRP1031301,2042315283,KIT ROTATING,1,PORS
IRP103200013,2042315293,PILOT REGULATOR,0,ARPE
IRP103200013,2042315293,PILOT REGULATOR,1,ARPE
IRP103200013,2042315293,PILOT REGULATOR,1,PORS
IRP103200146,2042315303,VARIABLE PARTS,1,PORS
IRP103200147,2042315313,DRIVE SHAFT,1,PORS
IRP1036501,2042315323,SET OF GASKET,0,PFTE
IRP1036501,2042315323,SET OF GASKET,2,PORS
IRP1036502,2042315333,ROTOR PARTS ASSEMBLY,1,PORS
RPO10313,2042315343,HP MAIN PUMP,0,PFTE
RPO10313,2042315343,HP MAIN PUMP,1,PORS
IRP103200557,2042315353,SWASH PLATE                  POS.ON PH-1,0,PFTE
IRP103200557,2042315353,SWASH PLATE                  POS.ON PH-1,0,PORS
IRP4918313,2042315363,GEAR ASSEMBLY                     POS.30,0,PFTE
IRP4918313,2042315363,GEAR ASSEMBLY                     POS.30,0,PORS
IRP4918314,2042315373,SLIDE PLATE                       POS.50,0,PFTE
IRP4918314,2042315373,SLIDE PLATE                       POS.50,0,PORS
IRP4918303,2042315403,BUSHING,2,PORS
IRP4918304,2042315413,BEARING BUSH,0,PFTE
IRP4918304,2042315413,BEARING BUSH,4,PORS
IRP4918305,2042315423,SEAL SET D1,0,PFTE
IRP4918305,2042315423,SEAL SET D1,1,PORS
IRP4918306,2042315433,ROTARY SHAFT SEAL,1,PORS
KTS00004,2042315443,BEARING,0,PFTE
KTS00004,2042315443,BEARING,1,PORS
RGO36450,2042315453,COUPLING,0,PFTE
RGO36450,2042315453,COUPLING,1,PORS
RMO45832,2042315463,ELECTRIC MOTOR,0,PFTE
RMO45832,2042315463,ELECTRIC MOTOR,1,PORS
RPO49183,2042315473,AUXILIARY OIL PUMP H.P.,0,PFTE
RPO49183,2042315473,AUXILIARY OIL PUMP H.P.,0,PORS
KFZ326660004,2042315493,GASKET,0,PFTE
KFZ326660004,2042315493,GASKET,0,PORS
GFV15076,2042315503,SCREW,192,PORS
KFZ326620324,2042315513,GASKET,0,PFTE
KFZ326620324,2042315513,GASKET,41,PORS
SMP64027,2042315523,PLATE,0,AMPE
SMP64027,2042315523,PLATE,48,PORS
SMU26758,2042315533,PIPE,0,PORS
SMO0620054,2042315543,"KIT 2ND STG SHROUD ASSEMBLY , MS5002",0,PFTE
FJV03025,2042315563,"PIN 1/8""X1""",0,PFTE
FJV03025,2042315563,"PIN 1/8""X1""",2,PORS
FLC063020040,2042315573,WASHER,32,PORS
FLD038011025,2042315583,"WASHER 8/11""X2.5",33,PFTE
FLD038011025,2042315583,"WASHER 8/11""X2.5",16,PORS
GFY38152,2042315593,"SCREW 1.1/2""",0,PFTE
GFY38152,2042315593,"SCREW 1.1/2""",0,PORS
GFY38228,2042315603,SCREW,0,PFTE
GFY38228,2042315603,SCREW,2,PORS
JLJ000003013,2042315613,PLUG,0,AMED
JLJ000003013,2042315613,PLUG,0,AMND
JLJ000003013,2042315613,PLUG,5,AMPE
JLJ000003013,2042315613,PLUG,5,BALT
JLJ000003013,2042315613,PLUG,5,PFTE
JLJ000003013,2042315613,PLUG,5,PORS
JLJ000003013,2042315613,PLUG,22,PORS
RDQ01246,2042315623,"CUP NUT 1.1/2""",2,PORS
RPQ38460,2042315633,STUD BOLT 84 N CZA 1.1/2,0,PFTE
RPQ38460,2042315633,STUD BOLT 84 N CZA 1.1/2,4,PORS
JLJ000003026,2042315643,"PLUG 3/4"" NPT 3000",0,ARPE
SMO0620056,2042315653,KIT SHROUD ASSY.,0,PORS
SMP21739,2042315663,BLOCK,2,PORS
SMR53549,2042315673,SEAL SECTOR,0,PFTE
SMR53549,2042315673,SEAL SECTOR,72,PORS
SMR53809,2042315683,SEAL SECTOR,144,PORS
GQF19088,2042315713,"SCREW 3/4"" 10 UNC X 1/2",0,PFTE
GQF19088,2042315713,"SCREW 3/4"" 10 UNC X 1/2",1,PORS
GTJ12025,2042315723,"SCREW 1/2""X1"" CS HEXHEAD",3,PFTE
GTJ12025,2042315723,"SCREW 1/2""X1"" CS HEXHEAD",6,PORS
KFZ294530004,2042315733,GASKET,0,PFTE
KFZ294530004,2042315733,GASKET,2,PORS
KFZ294550004,2042315743,GASKET,0,PFTE
KFZ294550004,2042315743,GASKET,2,PORS
RPQ02660,2042315773,PIN,0,PFTE
RPQ02660,2042315773,PIN,6,PORS
SMO0620027,2042315793,SHROUD ASSY.,0,PORS
KFZ00050,2042315813,STRIP PACKING,0,AMPE
KFZ00050,2042315813,STRIP PACKING,8,ARPE
KFZ00050,2042315813,STRIP PACKING,16,ARPE
KFZ00050,2042315813,STRIP PACKING,16,PFTE
KFZ00050,2042315813,STRIP PACKING,239,PORS
HZR290615057,2042315823,SCREW,11,PORS
RPP02259,2042315863,LOCKING PIN,0,PFTE
RPP02259,2042315863,LOCKING PIN,2,PORS
KHA012302601,2042315893,O-RING,12,PFTE
KFZ289900324,2042315923,GASKET,0,PFTE
KFZ289900324,2042315923,GASKET,1,PORS
RPQ21079,2042315953,PIN,8,PORS
SMP21483,2042315963,SHIM,0,PORS
SMR54408,2042315973,SHIM,0,PORS
IRV5572701,2042315983,KIT REPAIR,1,PORS
REO045050200,2042315993,"SOLENOID VALVE  24 DC ASCO 18W 3/4""",3,PORS
RVO35454,2042316003,REDUCER VALVE PRESSURE 95 L20 150 RF 12V,1,PORS
RVO55727,2042316013,"VLV SAFETY 1.1/2"" 98H.74 WCB 18.36",1,PORS
RVO52571,2042316023,VALVE ANTI SURGE PGT10 360C,0,AMPE
RVO52571,2042316023,VALVE ANTI SURGE PGT10 360C,0,BALT
RVO52571,2042316023,VALVE ANTI SURGE PGT10 360C,0,PFTE
RVO52571,2042316023,VALVE ANTI SURGE PGT10 360C,0,PORS
KCX005702720,2042316033,GASKET,8,PFTE
KCX005702720,2042316033,GASKET,2,PORS
KCX006703320,2042316043,GASKET,0,PFTE
KCX006703320,2042316043,GASKET,93,PORS
KCX027921920,2042316053,GASKET,1,PFTE
KCX027921920,2042316053,GASKET,3,PORS
KFZ213380604,2042316063,GASKET,0,ARPE
KFZ213380604,2042316063,GASKET,9,ARPE
KFZ213380604,2042316063,GASKET,1,PORS
KFZ228030004,2042316073,GASKET,2,PORS
RVO48866,2042316083,CHECK VALVE,1,PORS
JXG080380000,2042316103,"VALVE 3/8"" NPT 800",1,PORS
JXG080480000,2042316113,"VALVE 1/2""NPT 800",2,PORS
JXG080580000,2042316123,"VLV BALL 3/4"" NPT 800",2,PORS
KBS003802820,2042316133,GASKET,1,PORS
KCX017511420,2042316143,GASKET,0,ARPE
KCX017511420,2042316143,GASKET,1,ARPE
KCX017511420,2042316143,GASKET,1,PORS
KCX025116820,2042316153,GASKET,2,PORS
KFZ262450604,2042316163,GASKET,0,ARPE
KFZ262450604,2042316163,GASKET,3,ARPE
KFZ262450604,2042316163,GASKET,1,PORS
KFZ291730604,2042316173,GASKET,1,PORS
KFZ294080604,2042316183,GASKET,3,PORS
KFZ313370604,2042316193,GASKET,1,PORS
KFZ316200604,2042316203,GASKET,1,PORS
KHA069403501,2042316213,O-RING,1,PORS
K213926201,2042316223,FILTER FUEL,0,PORS
KCX019714120,2042316253,GASKET,1,PORS
KCX022216820,2042316263,"GASKET 6""",0,ARPE
KCX022216820,2042316263,"GASKET 6""",1,ARPE
KCX022216820,2042316263,"GASKET 6""",1,BALT
KCX022216820,2042316263,"GASKET 6""",2,PORS
FXP150850450,2042316273,STUD,0,PFTE
FXP150850450,2042316273,STUD,0,PORS
KCX022520020,2042316283,GASKET,1,PORS
IRG369470247,2042316293,NUT,0,PFTE
KFZ235080604,2042316303,GASKET,1,PORS
KFZ271800534,2042316313,GASKET,4,PORS
KFZ271810534,2042316323,GASKET,2,PORS
KFZ304940604,2042316333,GASKET,0,PORS
KFZ304950604,2042316343,GASKET,1,PORS
KFZ320710534,2042316353,GASKET,4,PORS
KFZ321210534,2042316363,GASKET,7,PORS
FFE536150450,2042316373,NUT,0,PFTE
FFE536150450,2042316373,NUT,0,PORS
KFZ334240604,2042316383,GASKET,1,PORS
SMO0817402,2042316393,EXPANSION JOINT,1,PORS
SMO0818002,2042316403,EXPANSION CABLE,1,PORS
SMO0818102,2042316413,EXPANSION COUPLING,1,PORS
SMO0818401,2042316423,EXPANSION COUPLING,1,PORS
SMO0818502,2042316433,EXPANSION COUPLING,1,PORS
SMR7742648,2042316443,"FLEXIBLE HOSE TUBE ST 3/4"" SCH.80",0,PFTE
SMR7742648,2042316443,"FLEXIBLE HOSE TUBE ST 3/4"" SCH.80",1,PORS
SMR7742649,2042316453,"FLEXIBLE HOSE TUBE ST 1"" SCH.80",0,PFTE
SMR7742649,2042316453,"FLEXIBLE HOSE TUBE ST 1"" SCH.80",1,PORS
RGR27251,2042316523,EXPANSION COUPLING,1,PORS
RVO410816000,2042316533,"VALVE 1/4"" NPT FEMAL ST 6000",1,PORS
SMR7742071,2042316543,FLEXIBLE HOSE 1/4 SCH.80 316 L B.16.20,1,PORS
KFZ320070604,2042316573,GASKET,0,PFTE
KFZ320070604,2042316573,GASKET,0,PORS
KFZ269830844,2042316603,"GASKET S.WOUND 1"" 600 31/GRAPH 316",0,AMLP
KFZ269830844,2042316603,"GASKET S.WOUND 1"" 600 31/GRAPH 316",0,ARPE
KFZ269830844,2042316603,"GASKET S.WOUND 1"" 600 31/GRAPH 316",6,ARPE
KFZ269830844,2042316603,"GASKET S.WOUND 1"" 600 31/GRAPH 316",0,BALT
KFZ269830844,2042316603,"GASKET S.WOUND 1"" 600 31/GRAPH 316",0,PFTE
KFZ269830844,2042316603,"GASKET S.WOUND 1"" 600 31/GRAPH 316",0,PORS
SMR7742633,2042316613,FLEXIBLE HOSE TUBEST,3,PORS
SMR7742054,2042316623,PIPE                             POS.202,0,PFTE
SMR7742054,2042316623,PIPE                             POS.202,0,PORS
RRR65403,2042316633,PIPE FITTING,0,PFTE
RRR65403,2042316633,PIPE FITTING,0,PORS
KBS002201420,2042316643,GASKET,1,PORS
RTO48065,2042316653,"HOSE 1"" RUBBER",0,PFTE
RTO48065,2042316653,"HOSE 1"" RUBBER",1,PORS
323A3347P28,2042316663,CONDUCTOR CABLE 37 8FT LONG,2,BALT
323A3347P28,2042316663,CONDUCTOR CABLE 37 8FT LONG,2,PFTE
323A3347P28,2042316663,CONDUCTOR CABLE 37 8FT LONG,2,PORS
RCR22248,2042316673,PIPE FITTING                     POS.502,0,PFTE
RCR22248,2042316673,PIPE FITTING                     POS.502,0,PORS
KHA047203501,2042316683,O-RING,0,AMPE
KHA047203501,2042316683,O-RING,0,ARPE
KHA047203501,2042316683,O-RING,3,ARPE
KHA047203501,2042316683,O-RING,3,BALT
KHA047203501,2042316683,O-RING,3,PORS
RVO10165,2042316693,VALVE,0,ARPE
RVO10165,2042316693,VALVE,1,ARPE
RVO10165,2042316693,VALVE,1,PORS
RVO10171,2042316703,VALVE CHECK 1/4 NPT 316,1,PORS
RCR22117,2042316713,PIPE FITTING                     POS.503,0,PFTE
RCR22117,2042316713,PIPE FITTING                     POS.503,3,PORS
RCR47502,2042316723,PIPE FITTING                     POS.505,0,PFTE
RCR47502,2042316723,PIPE FITTING                     POS.505,0,PORS
RMO0446170121,2042316733,GAUGE DIFFERENTIAL PRESSURE,0,PORS
RMO446190121,2042316743,GAUGE DIFFERENTIAL PRESSURE,2,PORS
RMO0446330303,2042316753,GAUGE RELATIVE PRESSURE,0,PORS
RMO446360303,2042316763,GAUGE PRESSURE 0.16 BAR GLYCRIN 150MM,1,PFTE
RMO446360303,2042316763,GAUGE PRESSURE 0.16 BAR GLYCRIN 150MM,2,PORS
RMO446370303,2042316773,INDICATOR PRESSURE 0.25BAR GLYCRIN 150MM,1,PORS
RMO446410303,2042316783,INDICATOR PRESSURE0.160BAR GLYCRIN 150MM,2,PORS
RMO46550,2042316793,GAUGE DIFFERENTIAL PRESSURE,2,PORS
RTO713083350,2042316803,TRANSMITTER PRESSURE MOD.MS5002D 140BAR,2,PORS
RCR24337,2042316813,PIPE FITTING,0,PFTE
RCR24337,2042316813,PIPE FITTING,0,PORS
3051TG3A2B21AB4K6M504,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,0,PFTE
3051TG3A2B21AB4K6M504,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,0,PFTE
RTO846153655,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,0,PFTE
3051TG3A2B21AB4K6M504,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,0,PORS
3051TG3A2B21AB4K6M504,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,0,PORS
RTO846153655,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,0,PORS
3051TG3A2B21AB4K6M504,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,2,PORS
3051TG3A2B21AB4K6M504,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,1,PORS
3051TG3A2B21AB4K6M504,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,2,PORS
3051TG3A2B21AB4K6M504,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,1,PORS
RTO846153655,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,2,PORS
RTO846153655,2042316823,TRANSMITTER PRESSURE MOD.MS5002D 110BAR,1,PORS
RTO846163655,2042316833,TRANSMITTER PRESSURE MOD.MS5002D 275BAR,1,PFTE
RTO846163655,2042316833,TRANSMITTER PRESSURE MOD.MS5002D 275BAR,2,PORS
IRF4789802,2042316843,FILTER ELEMENT,1,PFTE
IRF4789802,2042316843,FILTER ELEMENT,1,PORS
RFR47898,2042316853,"@ FILTER O GAS ""Y""",0,PFTE
RFR47898,2042316853,"@ FILTER O GAS ""Y""",0,PORS
IRF4789801,2042316863,GASKET,0,PFTE
IRF4789801,2042316863,GASKET,0,PORS
IRF3694205,2042316873,GASKET,3,PORS
SMO831455553,2042316883,PIPE,0,PFTE
SMO831455553,2042316883,PIPE,1,PORS
JJS101048150,2042316893,NIPPLE                           POS.510,0,PFTE
JJS101048150,2042316893,NIPPLE                           POS.510,0,PORS
RAO01563,2042316903,ACCUMULATOR COMPLETE,0,PFTE
RAO01563,2042316903,ACCUMULATOR COMPLETE,0,PORS
IRV1437102,2042316913,SEAT,2,PORS
IRV1437103,2042316923,CONE,2,PORS
IRV1437104,2042316933,SPRING,2,PORS
IRV1437105,2042316943,SLEEVE,2,PORS
IRV1437106,2042316953,PLUG,2,PORS
IRV1437107,2042316963,HAND WHEEL,1,PORS
IRV398763222,2042316973,SEAT RING                         BCL506,1,PORS
IRA0109906,2042316983,VALVE GAS,0,PFTE
IRA0109906,2042316983,VALVE GAS,0,PORS
RRA0109911,2042316993,ACCUMULATOR COMPLETE,0,PFTE
RRA0109911,2042316993,ACCUMULATOR COMPLETE,0,PORS
IRG369470228,2042317013,SCREW,60,PFTE
IRG369470242,2042317023,SCREW,18,PFTE
IRV1437114,2042317033,SPRING CONE,2,PORS
IRV1437115,2042317043,SPRING,2,PORS
IRV1437116,2042317053,COIL,1,PORS
